"animal","dam","sire","sex","cohort"
"4_128","2_76","3_130","F",4
"4_129","2_168","2_137","M",4
"4_130","2_168","2_137","F",4
"4_131","2_168","2_137","F",4
"4_132","2_168","2_137","M",4
"4_133","1_11","3_119","M",4
"4_134","1_11","3_119","F",4
"4_135","1_11","3_119","F",4
"4_136","1_11","3_119","F",4
"4_137","0_41","3_71","M",4
"4_138","0_41","3_71","F",4
"4_139","0_41","3_71","F",4
"4_140","0_41","3_71","F",4
"4_141","0_45","2_117","M",4
"4_142","0_45","2_117","M",4
"4_143","0_45","2_117","F",4
"4_144","0_45","2_117","F",4
"4_145","1_27","3_95","F",4
"4_146","1_27","3_95","M",4
"4_147","1_27","3_95","M",4
"4_148","1_27","3_95","M",4
"4_149","0_87","0_46","M",4
"4_150","0_87","0_46","M",4
"4_151","0_87","0_46","M",4
"4_152","0_87","0_46","F",4
"4_153","2_88","3_146","M",4
"4_154","2_88","3_146","F",4
"4_155","2_88","3_146","M",4
"4_156","2_88","3_146","F",4
"4_157","2_147","0_62","F",4
"4_158","2_147","0_62","M",4
"4_159","2_147","0_62","F",4
"4_160","2_147","0_62","M",4
"4_161","0_95","1_33","M",4
"4_162","0_95","1_33","M",4
"4_163","0_95","1_33","F",4
"4_164","0_95","1_33","M",4
"4_165","1_174","3_48","F",4
"4_166","1_174","3_48","F",4
"4_167","1_174","3_48","M",4
"4_168","1_174","3_48","F",4
"4_169","0_89","3_187","M",4
"4_170","0_89","3_187","M",4
"4_171","0_89","3_187","M",4
"4_172","0_89","3_187","M",4
"4_173","0_37","3_168","F",4
"4_174","0_37","3_168","M",4
"4_175","0_37","3_168","F",4
"4_176","0_37","3_168","M",4
"4_177","0_3","3_170","M",4
"4_178","0_3","3_170","F",4
"4_179","0_3","3_170","M",4
"4_180","0_3","3_170","F",4
"4_181","2_198","3_135","F",4
"4_182","2_198","3_135","F",4
"4_183","2_198","3_135","M",4
"4_184","2_198","3_135","M",4
"4_185","0_53","3_200","F",4
"4_186","0_53","3_200","M",4
"4_187","0_53","3_200","F",4
"4_188","0_53","3_200","F",4
"4_189","1_168","3_123","M",4
"4_190","1_168","3_123","F",4
"4_191","1_168","3_123","M",4
"4_192","1_168","3_123","M",4
"4_193","2_111","0_94","F",4
"4_194","2_111","0_94","M",4
"4_195","2_111","0_94","F",4
"4_196","2_111","0_94","F",4
"4_197","2_172","2_55","F",4
"4_198","2_172","2_55","F",4
"4_199","2_172","2_55","M",4
"4_200","2_172","2_55","F",4
"5_1","4_79","3_48","F",5
"5_2","4_79","3_48","M",5
"5_3","4_79","3_48","M",5
"5_4","4_79","3_48","M",5
"5_5","4_1","4_119","M",5
"5_6","4_1","4_119","M",5
"5_7","4_1","4_119","F",5
"5_8","4_1","4_119","F",5
"5_9","4_34","1_176","M",5
"5_10","4_34","1_176","M",5
"5_11","4_34","1_176","M",5
"5_12","4_34","1_176","F",5
"5_13","4_82","4_33","M",5
"5_14","4_82","4_33","F",5
"5_15","4_82","4_33","M",5
"5_16","4_82","4_33","F",5
"5_17","4_196","2_55","F",5
"5_18","4_196","2_55","F",5
"5_19","4_196","2_55","F",5
"5_20","4_196","2_55","M",5
"5_21","4_165","4_142","M",5
"5_22","4_165","4_142","M",5
"5_23","4_165","4_142","F",5
"5_24","4_165","4_142","M",5
"5_25","4_18","0_22","M",5
"5_26","4_18","0_22","F",5
"5_27","4_18","0_22","F",5
"5_28","4_18","0_22","M",5
"5_29","4_159","4_75","M",5
"5_30","4_159","4_75","F",5
"5_31","4_159","4_75","F",5
"5_32","4_159","4_75","F",5
"5_33","4_131","3_29","M",5
"5_34","4_131","3_29","F",5
"5_35","4_131","3_29","M",5
"5_36","4_131","3_29","M",5
"5_37","4_114","4_147","F",5
"5_38","4_114","4_147","M",5
"5_39","4_114","4_147","F",5
"5_40","4_114","4_147","M",5
"5_41","4_120","4_53","M",5
"5_42","4_120","4_53","F",5
"5_43","4_120","4_53","F",5
"5_44","4_120","4_53","M",5
"5_45","4_110","3_135","M",5
"5_46","4_110","3_135","F",5
"5_47","4_110","3_135","M",5
"5_48","4_110","3_135","F",5
"5_49","4_39","3_102","M",5
"5_50","4_39","3_102","M",5
"5_51","4_39","3_102","F",5
"5_52","4_39","3_102","M",5
"5_53","4_124","3_79","M",5
"5_54","4_124","3_79","M",5
"5_55","4_124","3_79","M",5
"5_56","4_124","3_79","M",5
"5_57","4_96","1_33","F",5
"5_58","4_96","1_33","M",5
"5_59","4_96","1_33","M",5
"5_60","4_96","1_33","F",5
"5_61","4_104","2_150","M",5
"5_62","4_104","2_150","M",5
"5_63","4_104","2_150","M",5
"5_64","4_104","2_150","F",5
"5_65","4_180","1_100","F",5
"5_66","4_180","1_100","F",5
"5_67","4_180","1_100","F",5
"5_68","4_180","1_100","F",5
"5_69","4_69","3_130","F",5
"5_70","4_69","3_130","M",5
"5_71","4_69","3_130","M",5
"5_72","4_69","3_130","M",5
"5_73","4_86","3_200","F",5
"5_74","4_86","3_200","F",5
"5_75","4_86","3_200","M",5
"5_76","4_86","3_200","M",5
"5_77","4_51","4_150","F",5
"5_78","4_51","4_150","F",5
"5_79","4_51","4_150","M",5
"5_80","4_51","4_150","F",5
"5_81","4_54","3_141","M",5
"5_82","4_54","3_141","M",5
"5_83","4_54","3_141","M",5
"5_84","4_54","3_141","M",5
"5_85","4_8","0_34","F",5
"5_86","4_8","0_34","F",5
"5_87","4_8","0_34","F",5
"5_88","4_8","0_34","M",5
"5_89","4_181","4_29","F",5
"5_90","4_181","4_29","M",5
"5_91","4_181","4_29","M",5
"5_92","4_181","4_29","M",5
"5_93","4_175","2_89","F",5
"5_94","4_175","2_89","F",5
"5_95","4_175","2_89","M",5
"5_96","4_175","2_89","M",5
"5_97","4_127","4_27","M",5
"5_98","4_127","4_27","F",5
"5_99","4_127","4_27","F",5
"5_100","4_127","4_27","F",5
"5_101","3_176","4_55","F",5
"5_102","3_176","4_55","M",5
"5_103","3_176","4_55","F",5
"5_104","3_176","4_55","M",5
"5_105","2_172","3_46","M",5
"5_106","2_172","3_46","M",5
"5_107","2_172","3_46","F",5
"5_108","2_172","3_46","F",5
"5_109","1_168","4_115","M",5
"5_110","1_168","4_115","F",5
"5_111","1_168","4_115","F",5
"5_112","1_168","4_115","M",5
"5_113","3_144","4_177","F",5
"5_114","3_144","4_177","F",5
"5_115","3_144","4_177","M",5
"5_116","3_144","4_177","M",5
"5_117","1_72","0_46","M",5
"5_118","1_72","0_46","F",5
"5_119","1_72","0_46","F",5
"5_120","1_72","0_46","F",5
"5_121","3_181","4_22","M",5
"5_122","3_181","4_22","F",5
"5_123","3_181","4_22","M",5
"5_124","3_181","4_22","M",5
"5_125","3_18","3_77","F",5
"5_126","3_18","3_77","M",5
"5_127","3_18","3_77","F",5
"5_128","3_18","3_77","M",5
"5_129","3_76","4_65","F",5
"5_130","3_76","4_65","F",5
"5_131","3_76","4_65","M",5
"5_132","3_76","4_65","F",5
"5_133","2_168","4_111","F",5
"5_134","2_168","4_111","F",5
"5_135","2_168","4_111","F",5
"5_136","2_168","4_111","M",5
"5_137","1_11","4_62","F",5
"5_138","1_11","4_62","M",5
"5_139","1_11","4_62","M",5
"5_140","1_11","4_62","F",5
"5_141","2_147","3_95","F",5
"5_142","2_147","3_95","F",5
"5_143","2_147","3_95","F",5
"5_144","2_147","3_95","M",5
"5_145","3_188","3_168","F",5
"5_146","3_188","3_168","F",5
"5_147","3_188","3_168","M",5
"5_148","3_188","3_168","F",5
"5_149","1_27","4_161","M",5
"5_150","1_27","4_161","M",5
"5_151","1_27","4_161","F",5
"5_152","1_27","4_161","F",5
"5_153","0_45","3_147","M",5
"5_154","0_45","3_147","F",5
"5_155","0_45","3_147","M",5
"5_156","0_45","3_147","M",5
"5_157","3_184","4_14","M",5
"5_158","3_184","4_14","F",5
"5_159","3_184","4_14","M",5
"5_160","3_184","4_14","F",5
"5_161","3_108","2_192","M",5
"5_162","3_108","2_192","M",5
"5_163","3_108","2_192","F",5
"5_164","3_108","2_192","M",5
"5_165","0_41","4_42","F",5
"5_166","0_41","4_42","F",5
"5_167","0_41","4_42","F",5
"5_168","0_41","4_42","F",5
"5_169","3_38","4_162","F",5
"5_170","3_38","4_162","M",5
"5_171","3_38","4_162","M",5
"5_172","3_38","4_162","M",5
"5_173","3_96","4_72","F",5
"5_174","3_96","4_72","M",5
"5_175","3_96","4_72","M",5
"5_176","3_96","4_72","F",5
"5_177","3_122","3_71","F",5
"5_178","3_122","3_71","F",5
"5_179","3_122","3_71","F",5
"5_180","3_122","3_71","M",5
"5_181","2_170","4_132","M",5
"5_182","2_170","4_132","F",5
"5_183","2_170","4_132","M",5
"5_184","2_170","4_132","F",5
"5_185","3_2","2_200","F",5
"5_186","3_2","2_200","M",5
"5_187","3_2","2_200","F",5
"5_188","3_2","2_200","M",5
"5_189","0_37","4_80","F",5
"5_190","0_37","4_80","F",5
"5_191","0_37","4_80","F",5
"5_192","0_37","4_80","M",5
"5_193","0_87","4_171","F",5
"5_194","0_87","4_171","F",5
"5_195","0_87","4_171","M",5
"5_196","0_87","4_171","F",5
"5_197","3_32","4_186","M",5
"5_198","3_32","4_186","M",5
"5_199","3_32","4_186","M",5
"5_200","3_32","4_186","F",5
"6_1","5_19","5_35","F",6
"6_2","5_19","5_35","M",6
"6_3","5_19","5_35","M",6
"6_4","5_19","5_35","M",6
"6_5","5_110","2_192","F",6
"6_6","5_110","2_192","F",6
"6_7","5_110","2_192","M",6
"6_8","5_110","2_192","F",6
"6_9","5_169","4_111","F",6
"6_10","5_169","4_111","M",6
"6_11","5_169","4_111","M",6
"6_12","5_169","4_111","F",6
"6_13","5_69","5_155","M",6
"6_14","5_69","5_155","F",6
"6_15","5_69","5_155","F",6
"6_16","5_69","5_155","M",6
"6_17","5_141","5_40","F",6
"6_18","5_141","5_40","F",6
"6_19","5_141","5_40","F",6
"6_20","5_141","5_40","M",6
"6_21","5_176","4_14","F",6
"6_22","5_176","4_14","F",6
"6_23","5_176","4_14","F",6
"6_24","5_176","4_14","F",6
"6_25","5_165","4_119","M",6
"6_26","5_165","4_119","F",6
"6_27","5_165","4_119","M",6
"6_28","5_165","4_119","M",6
"6_29","5_42","2_200","M",6
"6_30","5_42","2_200","M",6
"6_31","5_42","2_200","M",6
"6_32","5_42","2_200","M",6
"6_33","5_163","1_100","F",6
"6_34","5_163","1_100","M",6
"6_35","5_163","1_100","F",6
"6_36","5_163","1_100","M",6
"6_37","5_32","3_135","M",6
"6_38","5_32","3_135","F",6
"6_39","5_32","3_135","M",6
"6_40","5_32","3_135","M",6
"6_41","5_158","5_84","F",6
"6_42","5_158","5_84","F",6
"6_43","5_158","5_84","M",6
"6_44","5_158","5_84","F",6
"6_45","5_184","5_149","M",6
"6_46","5_184","5_149","M",6
"6_47","5_184","5_149","F",6
"6_48","5_184","5_149","M",6
"6_49","5_46","2_55","F",6
"6_50","5_46","2_55","M",6
"6_51","5_46","2_55","M",6
"6_52","5_46","2_55","F",6
"6_53","5_189","5_22","F",6
"6_54","5_189","5_22","M",6
"6_55","5_189","5_22","M",6
"6_56","5_189","5_22","M",6
"6_57","5_12","5_96","F",6
"6_58","5_12","5_96","M",6
"6_59","5_12","5_96","M",6
"6_60","5_12","5_96","M",6
"6_61","5_148","4_162","F",6
"6_62","5_148","4_162","F",6
"6_63","5_148","4_162","F",6
"6_64","5_148","4_162","M",6
"6_65","5_135","5_115","M",6
"6_66","5_135","5_115","F",6
"6_67","5_135","5_115","M",6
"6_68","5_135","5_115","F",6
"6_69","5_101","3_141","F",6
"6_70","5_101","3_141","M",6
"6_71","5_101","3_141","M",6
"6_72","5_101","3_141","F",6
"6_73","5_78","5_123","M",6
"6_74","5_78","5_123","F",6
"6_75","5_78","5_123","M",6
"6_76","5_78","5_123","M",6
"6_77","5_8","5_56","F",6
"6_78","5_8","5_56","M",6
"6_79","5_8","5_56","M",6
"6_80","5_8","5_56","F",6
"6_81","5_80","5_153","F",6
"6_82","5_80","5_153","M",6
"6_83","5_80","5_153","F",6
"6_84","5_80","5_153","M",6
"6_85","5_196","3_168","F",6
"6_86","5_196","3_168","F",6
"6_87","5_196","3_168","M",6
"6_88","5_196","3_168","F",6
"6_89","5_182","4_115","M",6
"6_90","5_182","4_115","F",6
"6_91","5_182","4_115","M",6
"6_92","5_182","4_115","M",6
"6_93","5_190","5_82","F",6
"6_94","5_190","5_82","M",6
"6_95","5_190","5_82","F",6
"6_96","5_190","5_82","F",6
"6_97","5_152","4_29","M",6
"6_98","5_152","4_29","M",6
"6_99","5_152","4_29","M",6
"6_100","5_152","4_29","M",6
"6_101","4_131","5_181","F",6
"6_102","4_131","5_181","F",6
"6_103","4_131","5_181","F",6
"6_104","4_131","5_181","M",6
"6_105","4_181","5_138","M",6
"6_106","4_181","5_138","F",6
"6_107","4_181","5_138","F",6
"6_108","4_181","5_138","M",6
"6_109","4_82","5_90","M",6
"6_110","4_82","5_90","F",6
"6_111","4_82","5_90","F",6
"6_112","4_82","5_90","M",6
"6_113","4_39","4_186","F",6
"6_114","4_39","4_186","F",6
"6_115","4_39","4_186","F",6
"6_116","4_39","4_186","M",6
"6_117","0_41","3_48","M",6
"6_118","0_41","3_48","F",6
"6_119","0_41","3_48","F",6
"6_120","0_41","3_48","F",6
"6_121","3_176","5_161","M",6
"6_122","3_176","5_161","M",6
"6_123","3_176","5_161","M",6
"6_124","3_176","5_161","M",6
"6_125","3_38","4_80","M",6
"6_126","3_38","4_80","F",6
"6_127","3_38","4_80","F",6
"6_128","3_38","4_80","M",6
"6_129","1_11","5_192","M",6
"6_130","1_11","5_192","M",6
"6_131","1_11","5_192","F",6
"6_132","1_11","5_192","F",6
"6_133","3_184","4_22","F",6
"6_134","3_184","4_22","F",6
"6_135","3_184","4_22","F",6
"6_136","3_184","4_22","M",6
"6_137","3_2","3_79","F",6
"6_138","3_2","3_79","F",6
"6_139","3_2","3_79","F",6
"6_140","3_2","3_79","M",6
"6_141","4_196","4_42","F",6
"6_142","4_196","4_42","M",6
"6_143","4_196","4_42","F",6
"6_144","4_196","4_42","F",6
"6_145","3_76","4_65","F",6
"6_146","3_76","4_65","M",6
"6_147","3_76","4_65","M",6
"6_148","3_76","4_65","M",6
"6_149","1_72","0_46","M",6
"6_150","1_72","0_46","F",6
"6_151","1_72","0_46","M",6
"6_152","1_72","0_46","F",6
"6_153","4_120","5_2","F",6
"6_154","4_120","5_2","M",6
"6_155","4_120","5_2","M",6
"6_156","4_120","5_2","M",6
"6_157","4_124","5_9","F",6
"6_158","4_124","5_9","F",6
"6_159","4_124","5_9","M",6
"6_160","4_124","5_9","M",6
"6_161","4_96","5_159","M",6
"6_162","4_96","5_159","F",6
"6_163","4_96","5_159","F",6
"6_164","4_96","5_159","M",6
"6_165","4_54","5_197","F",6
"6_166","4_54","5_197","F",6
"6_167","4_54","5_197","M",6
"6_168","4_54","5_197","F",6
"6_169","4_110","5_95","M",6
"6_170","4_110","5_95","F",6
"6_171","4_110","5_95","M",6
"6_172","4_110","5_95","F",6
"6_173","3_32","4_150","F",6
"6_174","3_32","4_150","M",6
"6_175","3_32","4_150","F",6
"6_176","3_32","4_150","F",6
"6_177","4_180","5_91","M",6
"6_178","4_180","5_91","M",6
"6_179","4_180","5_91","F",6
"6_180","4_180","5_91","M",6
"6_181","4_165","4_132","M",6
"6_182","4_165","4_132","M",6
"6_183","4_165","4_132","F",6
"6_184","4_165","4_132","F",6
"6_185","4_104","5_63","M",6
"6_186","4_104","5_63","F",6
"6_187","4_104","5_63","F",6
"6_188","4_104","5_63","M",6
"6_189","3_144","3_130","M",6
"6_190","3_144","3_130","F",6
"6_191","3_144","3_130","M",6
"6_192","3_144","3_130","F",6
"6_193","1_27","4_55","M",6
"6_194","1_27","4_55","F",6
"6_195","1_27","4_55","M",6
"6_196","1_27","4_55","M",6
"6_197","4_69","5_156","F",6
"6_198","4_69","5_156","F",6
"6_199","4_69","5_156","F",6
"6_200","4_69","5_156","F",6
"7_1","6_38","5_63","F",7
"7_2","6_38","5_63","F",7
"7_3","6_38","5_63","M",7
"7_4","6_38","5_63","F",7
"7_5","6_126","6_174","M",7
"7_6","6_126","6_174","F",7
"7_7","6_126","6_174","F",7
"7_8","6_126","6_174","F",7
"7_9","6_175","6_39","F",7
"7_10","6_175","6_39","F",7
"7_11","6_175","6_39","M",7
"7_12","6_175","6_39","F",7
"7_13","6_157","6_182","M",7
"7_14","6_157","6_182","F",7
"7_15","6_157","6_182","M",7
"7_16","6_157","6_182","F",7
"7_17","6_63","6_55","M",7
"7_18","6_63","6_55","M",7
"7_19","6_63","6_55","M",7
"7_20","6_63","6_55","F",7
"7_21","6_197","4_22","M",7
"7_22","6_197","4_22","M",7
"7_23","6_197","4_22","M",7
"7_24","6_197","4_22","F",7
"7_25","6_165","5_40","M",7
"7_26","6_165","5_40","F",7
"7_27","6_165","5_40","F",7
"7_28","6_165","5_40","F",7
"7_29","6_198","5_2","M",7
"7_30","6_198","5_2","M",7
"7_31","6_198","5_2","F",7
"7_32","6_198","5_2","M",7
"7_33","6_139","4_150","F",7
"7_34","6_139","4_150","F",7
"7_35","6_139","4_150","M",7
"7_36","6_139","4_150","M",7
"7_37","6_95","6_148","M",7
"7_38","6_95","6_148","M",7
"7_39","6_95","6_148","M",7
"7_40","6_95","6_148","F",7
"7_41","6_74","1_100","M",7
"7_42","6_74","1_100","M",7
"7_43","6_74","1_100","F",7
"7_44","6_74","1_100","F",7
"7_45","6_90","5_84","M",7
"7_46","6_90","5_84","M",7
"7_47","6_90","5_84","M",7
"7_48","6_90","5_84","M",7
"7_49","6_83","4_162","M",7
"7_50","6_83","4_162","M",7
"7_51","6_83","4_162","M",7
"7_52","6_83","4_162","M",7
"7_53","6_17","6_94","F",7
"7_54","6_17","6_94","M",7
"7_55","6_17","6_94","M",7
"7_56","6_17","6_94","M",7
"7_57","6_158","5_138","F",7
"7_58","6_158","5_138","F",7
"7_59","6_158","5_138","M",7
"7_60","6_158","5_138","M",7
"7_61","6_186","6_40","M",7
"7_62","6_186","6_40","M",7
"7_63","6_186","6_40","M",7
"7_64","6_186","6_40","M",7
"7_65","6_184","4_42","F",7
"7_66","6_184","4_42","F",7
"7_67","6_184","4_42","F",7
"7_68","6_184","4_42","M",7
"7_69","6_163","3_130","M",7
"7_70","6_163","3_130","M",7
"7_71","6_163","3_130","M",7
"7_72","6_163","3_130","M",7
"7_73","6_170","0_46","M",7
"7_74","6_170","0_46","F",7
"7_75","6_170","0_46","F",7
"7_76","6_170","0_46","M",7
"7_77","6_26","5_96","F",7
"7_78","6_26","5_96","F",7
"7_79","6_26","5_96","M",7
"7_80","6_26","5_96","F",7
"7_81","6_68","5_197","F",7
"7_82","6_68","5_197","M",7
"7_83","6_68","5_197","F",7
"7_84","6_68","5_197","F",7
"7_85","6_103","6_45","F",7
"7_86","6_103","6_45","F",7
"7_87","6_103","6_45","M",7
"7_88","6_103","6_45","F",7
"7_89","6_1","6_195","M",7
"7_90","6_1","6_195","F",7
"7_91","6_1","6_195","M",7
"7_92","6_1","6_195","M",7
"7_93","6_12","6_16","M",7
"7_94","6_12","6_16","F",7
"7_95","6_12","6_16","M",7
"7_96","6_12","6_16","M",7
"7_97","6_133","6_154","M",7
"7_98","6_133","6_154","M",7
"7_99","6_133","6_154","F",7
"7_100","6_133","6_154","F",7
"7_101","5_169","5_123","F",7
"7_102","5_169","5_123","F",7
"7_103","5_169","5_123","F",7
"7_104","5_169","5_123","F",7
"7_105","3_176","6_89","F",7
"7_106","3_176","6_89","M",7
"7_107","3_176","6_89","F",7
"7_108","3_176","6_89","M",7
"7_109","5_152","6_155","M",7
"7_110","5_152","6_155","M",7
"7_111","5_152","6_155","F",7
"7_112","5_152","6_155","F",7
"7_113","4_39","5_192","F",7
"7_114","4_39","5_192","M",7
"7_115","4_39","5_192","M",7
"7_116","4_39","5_192","F",7
"7_117","4_196","6_97","F",7
"7_118","4_196","6_97","M",7
"7_119","4_196","6_97","M",7
"7_120","4_196","6_97","M",7
"7_121","4_69","6_82","F",7
"7_122","4_69","6_82","F",7
"7_123","4_69","6_82","F",7
"7_124","4_69","6_82","M",7
"7_125","4_82","6_109","F",7
"7_126","4_82","6_109","F",7
"7_127","4_82","6_109","M",7
"7_128","4_82","6_109","F",7
"7_129","3_184","6_169","F",7
"7_130","3_184","6_169","F",7
"7_131","3_184","6_169","M",7
"7_132","3_184","6_169","F",7
"7_133","5_190","4_119","M",7
"7_134","5_190","4_119","F",7
"7_135","5_190","4_119","F",7
"7_136","5_190","4_119","F",7
"7_137","5_163","6_104","M",7
"7_138","5_163","6_104","F",7
"7_139","5_163","6_104","M",7
"7_140","5_163","6_104","M",7
"7_141","3_38","6_37","M",7
"7_142","3_38","6_37","F",7
"7_143","3_38","6_37","M",7
"7_144","3_38","6_37","F",7
"7_145","3_144","6_25","F",7
"7_146","3_144","6_25","F",7
"7_147","3_144","6_25","F",7
"7_148","3_144","6_25","M",7
"7_149","5_12","6_191","F",7
"7_150","5_12","6_191","F",7
"7_151","5_12","6_191","M",7
"7_152","5_12","6_191","F",7
"7_153","5_182","4_132","M",7
"7_154","5_182","4_132","F",7
"7_155","5_182","4_132","F",7
"7_156","5_182","4_132","M",7
"7_157","3_76","6_54","F",7
"7_158","3_76","6_54","F",7
"7_159","3_76","6_54","F",7
"7_160","3_76","6_54","M",7
"7_161","4_54","4_186","F",7
"7_162","4_54","4_186","M",7
"7_163","4_54","4_186","F",7
"7_164","4_54","4_186","F",7
"7_165","5_80","6_128","M",7
"7_166","5_80","6_128","M",7
"7_167","5_80","6_128","F",7
"7_168","5_80","6_128","M",7
"7_169","5_176","5_153","F",7
"7_170","5_176","5_153","F",7
"7_171","5_176","5_153","F",7
"7_172","5_176","5_153","M",7
"7_173","5_189","6_151","M",7
"7_174","5_189","6_151","M",7
"7_175","5_189","6_151","F",7
"7_176","5_189","6_151","F",7
"7_177","5_158","5_159","M",7
"7_178","5_158","5_159","M",7
"7_179","5_158","5_159","F",7
"7_180","5_158","5_159","F",7
"7_181","5_32","4_111","F",7
"7_182","5_32","4_111","M",7
"7_183","5_32","4_111","M",7
"7_184","5_32","4_111","M",7
"7_185","4_96","5_161","M",7
"7_186","4_96","5_161","F",7
"7_187","4_96","5_161","F",7
"7_188","4_96","5_161","F",7
"7_189","3_32","5_156","F",7
"7_190","3_32","5_156","M",7
"7_191","3_32","5_156","F",7
"7_192","3_32","5_156","F",7
"7_193","5_165","3_168","M",7
"7_194","5_165","3_168","M",7
"7_195","5_165","3_168","M",7
"7_196","5_165","3_168","M",7
"7_197","4_131","6_129","F",7
"7_198","4_131","6_129","M",7
"7_199","4_131","6_129","M",7
"7_200","4_131","6_129","F",7
"8_1","7_16","7_195","M",8
"8_2","7_16","7_195","M",8
"8_3","7_16","7_195","M",8
"8_4","7_16","7_195","F",8
"8_5","7_2","7_193","M",8
"8_6","7_2","7_193","F",8
"8_7","7_2","7_193","F",8
"8_8","7_2","7_193","F",8
"8_9","7_33","4_42","M",8
"8_10","7_33","4_42","F",8
"8_11","7_33","4_42","M",8
"8_12","7_33","4_42","M",8
"8_13","7_125","6_154","F",8
"8_14","7_125","6_154","M",8
"8_15","7_125","6_154","F",8
"8_16","7_125","6_154","F",8
"8_17","7_67","6_129","M",8
"8_18","7_67","6_129","M",8
"8_19","7_67","6_129","M",8
"8_20","7_67","6_129","M",8
"8_21","7_197","4_119","M",8
"8_22","7_197","4_119","F",8
"8_23","7_197","4_119","M",8
"8_24","7_197","4_119","F",8
"8_25","7_101","6_54","M",8
"8_26","7_101","6_54","M",8
"8_27","7_101","6_54","F",8
"8_28","7_101","6_54","M",8
"8_29","7_146","6_25","F",8
"8_30","7_146","6_25","F",8
"8_31","7_146","6_25","M",8
"8_32","7_146","6_25","F",8
"8_33","7_10","7_184","F",8
"8_34","7_10","7_184","M",8
"8_35","7_10","7_184","F",8
"8_36","7_10","7_184","M",8
"8_37","7_103","7_46","M",8
"8_38","7_103","7_46","M",8
"8_39","7_103","7_46","F",8
"8_40","7_103","7_46","F",8
"8_41","7_154","4_186","M",8
"8_42","7_154","4_186","M",8
"8_43","7_154","4_186","F",8
"8_44","7_154","4_186","M",8
"8_45","7_78","6_195","M",8
"8_46","7_78","6_195","M",8
"8_47","7_78","6_195","M",8
"8_48","7_78","6_195","M",8
"8_49","7_187","6_155","M",8
"8_50","7_187","6_155","M",8
"8_51","7_187","6_155","M",8
"8_52","7_187","6_155","M",8
"8_53","7_31","4_111","F",8
"8_54","7_31","4_111","F",8
"8_55","7_31","4_111","M",8
"8_56","7_31","4_111","F",8
"8_57","7_94","7_37","M",8
"8_58","7_94","7_37","M",8
"8_59","7_94","7_37","M",8
"8_60","7_94","7_37","F",8
"8_61","7_117","6_97","F",8
"8_62","7_117","6_97","F",8
"8_63","7_117","6_97","F",8
"8_64","7_117","6_97","M",8
"8_65","7_191","6_169","F",8
"8_66","7_191","6_169","F",8
"8_67","7_191","6_169","M",8
"8_68","7_191","6_169","M",8
"8_69","7_105","7_48","F",8
"8_70","7_105","7_48","M",8
"8_71","7_105","7_48","F",8
"8_72","7_105","7_48","F",8
"8_73","7_20","7_62","F",8
"8_74","7_20","7_62","M",8
"8_75","7_20","7_62","F",8
"8_76","7_20","7_62","F",8
"8_77","7_136","7_68","M",8
"8_78","7_136","7_68","F",8
"8_79","7_136","7_68","M",8
"8_80","7_136","7_68","F",8
"8_81","7_58","7_96","F",8
"8_82","7_58","7_96","F",8
"8_83","7_58","7_96","M",8
"8_84","7_58","7_96","M",8
"8_85","7_128","7_39","F",8
"8_86","7_128","7_39","F",8
"8_87","7_128","7_39","F",8
"8_88","7_128","7_39","F",8
"8_89","7_44","7_32","F",8
"8_90","7_44","7_32","F",8
"8_91","7_44","7_32","F",8
"8_92","7_44","7_32","M",8
"8_93","7_130","7_73","F",8
"8_94","7_130","7_73","F",8
"8_95","7_130","7_73","M",8
"8_96","7_130","7_73","M",8
"8_97","7_27","5_96","F",8
"8_98","7_27","5_96","F",8
"8_99","7_27","5_96","M",8
"8_100","7_27","5_96","F",8
"8_101","6_95","7_199","M",8
"8_102","6_95","7_199","M",8
"8_103","6_95","7_199","M",8
"8_104","6_95","7_199","F",8
"8_105","5_32","7_21","M",8
"8_106","5_32","7_21","M",8
"8_107","5_32","7_21","M",8
"8_108","5_32","7_21","F",8
"8_109","3_144","7_153","F",8
"8_110","3_144","7_153","F",8
"8_111","3_144","7_153","F",8
"8_112","3_144","7_153","M",8
"8_113","4_54","5_159","F",8
"8_114","4_54","5_159","M",8
"8_115","4_54","5_159","F",8
"8_116","4_54","5_159","M",8
"8_117","6_17","5_138","F",8
"8_118","6_17","5_138","F",8
"8_119","6_17","5_138","F",8
"8_120","6_17","5_138","M",8
"8_121","4_39","6_182","F",8
"8_122","4_39","6_182","M",8
"8_123","4_39","6_182","M",8
"8_124","4_39","6_182","F",8
"8_125","6_74","7_168","M",8
"8_126","6_74","7_168","F",8
"8_127","6_74","7_168","F",8
"8_128","6_74","7_168","M",8
"8_129","6_133","6_128","F",8
"8_130","6_133","6_128","F",8
"8_131","6_133","6_128","M",8
"8_132","6_133","6_128","M",8
"8_133","6_184","7_114","F",8
"8_134","6_184","7_114","M",8
"8_135","6_184","7_114","M",8
"8_136","6_184","7_114","F",8
"8_137","6_83","5_156","F",8
"8_138","6_83","5_156","F",8
"8_139","6_83","5_156","F",8
"8_140","6_83","5_156","M",8
"8_141","6_163","7_160","F",8
"8_142","6_163","7_160","F",8
"8_143","6_163","7_160","M",8
"8_144","6_163","7_160","M",8
"8_145","6_12","6_174","M",8
"8_146","6_12","6_174","F",8
"8_147","6_12","6_174","F",8
"8_148","6_12","6_174","F",8
"8_149","5_152","6_37","F",8
