"animal","dam","sire","sex","cohort"
"4_128","0_15","2_44","F",4
"4_129","2_194","3_95","M",4
"4_130","2_194","3_95","M",4
"4_131","2_194","3_95","F",4
"4_132","2_194","3_95","F",4
"4_133","2_119","3_78","M",4
"4_134","2_119","3_78","M",4
"4_135","2_119","3_78","M",4
"4_136","2_119","3_78","M",4
"4_137","0_93","2_123","M",4
"4_138","0_93","2_123","F",4
"4_139","0_93","2_123","M",4
"4_140","0_93","2_123","M",4
"4_141","2_142","3_67","M",4
"4_142","2_142","3_67","F",4
"4_143","2_142","3_67","M",4
"4_144","2_142","3_67","M",4
"4_145","0_75","0_78","F",4
"4_146","0_75","0_78","F",4
"4_147","0_75","0_78","F",4
"4_148","0_75","0_78","F",4
"4_149","2_43","3_144","F",4
"4_150","2_43","3_144","F",4
"4_151","2_43","3_144","M",4
"4_152","2_43","3_144","F",4
"4_153","1_105","3_192","F",4
"4_154","1_105","3_192","F",4
"4_155","1_105","3_192","M",4
"4_156","1_105","3_192","F",4
"4_157","2_162","2_51","F",4
"4_158","2_162","2_51","M",4
"4_159","2_162","2_51","F",4
"4_160","2_162","2_51","F",4
"4_161","1_37","1_29","M",4
"4_162","1_37","1_29","M",4
"4_163","1_37","1_29","F",4
"4_164","1_37","1_29","M",4
"4_165","1_11","3_148","F",4
"4_166","1_11","3_148","F",4
"4_167","1_11","3_148","F",4
"4_168","1_11","3_148","F",4
"4_169","2_74","2_12","F",4
"4_170","2_74","2_12","M",4
"4_171","2_74","2_12","F",4
"4_172","2_74","2_12","M",4
"4_173","1_144","1_140","F",4
"4_174","1_144","1_140","F",4
"4_175","1_144","1_140","M",4
"4_176","1_144","1_140","M",4
"4_177","1_40","3_63","M",4
"4_178","1_40","3_63","F",4
"4_179","1_40","3_63","F",4
"4_180","1_40","3_63","M",4
"4_181","2_17","3_65","F",4
"4_182","2_17","3_65","M",4
"4_183","2_17","3_65","M",4
"4_184","2_17","3_65","F",4
"4_185","2_145","2_92","M",4
"4_186","2_145","2_92","F",4
"4_187","2_145","2_92","M",4
"4_188","2_145","2_92","M",4
"4_189","0_13","2_153","M",4
"4_190","0_13","2_153","F",4
"4_191","0_13","2_153","F",4
"4_192","0_13","2_153","M",4
"4_193","2_170","3_93","F",4
"4_194","2_170","3_93","F",4
"4_195","2_170","3_93","M",4
"4_196","2_170","3_93","M",4
"4_197","1_164","1_86","M",4
"4_198","1_164","1_86","F",4
"4_199","1_164","1_86","M",4
"4_200","1_164","1_86","F",4
"5_1","4_108","4_54","F",5
"5_2","4_108","4_54","F",5
"5_3","4_108","4_54","F",5
"5_4","4_108","4_54","M",5
"5_5","4_184","4_155","M",5
"5_6","4_184","4_155","F",5
"5_7","4_184","4_155","M",5
"5_8","4_184","4_155","F",5
"5_9","4_131","4_73","F",5
"5_10","4_131","4_73","M",5
"5_11","4_131","4_73","M",5
"5_12","4_131","4_73","M",5
"5_13","4_154","2_153","F",5
"5_14","4_154","2_153","F",5
"5_15","4_154","2_153","F",5
"5_16","4_154","2_153","M",5
"5_17","4_171","3_65","M",5
"5_18","4_171","3_65","F",5
"5_19","4_171","3_65","F",5
"5_20","4_171","3_65","F",5
"5_21","4_51","3_67","M",5
"5_22","4_51","3_67","F",5
"5_23","4_51","3_67","M",5
"5_24","4_51","3_67","F",5
"5_25","4_179","4_176","M",5
"5_26","4_179","4_176","F",5
"5_27","4_179","4_176","M",5
"5_28","4_179","4_176","F",5
"5_29","4_118","4_83","F",5
"5_30","4_118","4_83","M",5
"5_31","4_118","4_83","M",5
"5_32","4_118","4_83","M",5
"5_33","4_146","3_140","F",5
"5_34","4_146","3_140","F",5
"5_35","4_146","3_140","M",5
"5_36","4_146","3_140","F",5
"5_37","4_72","4_43","M",5
"5_38","4_72","4_43","M",5
"5_39","4_72","4_43","F",5
"5_40","4_72","4_43","F",5
"5_41","4_91","1_48","F",5
"5_42","4_91","1_48","M",5
"5_43","4_91","1_48","F",5
"5_44","4_91","1_48","F",5
"5_45","4_103","3_52","M",5
"5_46","4_103","3_52","M",5
"5_47","4_103","3_52","M",5
"5_48","4_103","3_52","M",5
"5_49","4_86","3_54","M",5
"5_50","4_86","3_54","F",5
"5_51","4_86","3_54","F",5
"5_52","4_86","3_54","F",5
"5_53","4_186","4_172","M",5
"5_54","4_186","4_172","M",5
"5_55","4_186","4_172","M",5
"5_56","4_186","4_172","M",5
"5_57","4_18","4_44","M",5
"5_58","4_18","4_44","M",5
"5_59","4_18","4_44","M",5
"5_60","4_18","4_44","F",5
"5_61","4_128","4_33","M",5
"5_62","4_128","4_33","F",5
"5_63","4_128","4_33","F",5
"5_64","4_128","4_33","M",5
"5_65","4_53","4_120","M",5
"5_66","4_53","4_120","M",5
"5_67","4_53","4_120","M",5
"5_68","4_53","4_120","F",5
"5_69","4_42","4_112","M",5
"5_70","4_42","4_112","M",5
"5_71","4_42","4_112","F",5
"5_72","4_42","4_112","M",5
"5_73","4_35","3_98","F",5
"5_74","4_35","3_98","M",5
"5_75","4_35","3_98","F",5
"5_76","4_35","3_98","F",5
"5_77","4_15","2_137","M",5
"5_78","4_15","2_137","M",5
"5_79","4_15","2_137","M",5
"5_80","4_15","2_137","F",5
"5_81","4_167","4_185","M",5
"5_82","4_167","4_185","M",5
"5_83","4_167","4_185","F",5
"5_84","4_167","4_185","F",5
"5_85","4_148","4_8","F",5
"5_86","4_148","4_8","M",5
"5_87","4_148","4_8","M",5
"5_88","4_148","4_8","M",5
"5_89","4_95","3_192","F",5
"5_90","4_95","3_192","F",5
"5_91","4_95","3_192","M",5
"5_92","4_95","3_192","M",5
"5_93","4_94","0_10","M",5
"5_94","4_94","0_10","F",5
"5_95","4_94","0_10","M",5
"5_96","4_94","0_10","F",5
"5_97","4_66","4_161","F",5
"5_98","4_66","4_161","M",5
"5_99","4_66","4_161","F",5
"5_100","4_66","4_161","M",5
"5_101","3_45","3_197","F",5
"5_102","3_45","3_197","M",5
"5_103","3_45","3_197","M",5
"5_104","3_45","3_197","M",5
"5_105","1_144","2_51","F",5
"5_106","1_144","2_51","F",5
"5_107","1_144","2_51","M",5
"5_108","1_144","2_51","F",5
"5_109","0_93","4_197","M",5
"5_110","0_93","4_197","F",5
"5_111","0_93","4_197","F",5
"5_112","0_93","4_197","M",5
"5_113","2_140","4_158","M",5
"5_114","2_140","4_158","F",5
"5_115","2_140","4_158","F",5
"5_116","2_140","4_158","F",5
"5_117","2_198","2_133","F",5
"5_118","2_198","2_133","M",5
"5_119","2_198","2_133","F",5
"5_120","2_198","2_133","M",5
"5_121","3_145","1_28","M",5
"5_122","3_145","1_28","F",5
"5_123","3_145","1_28","M",5
"5_124","3_145","1_28","F",5
"5_125","3_91","3_93","M",5
"5_126","3_91","3_93","M",5
"5_127","3_91","3_93","M",5
"5_128","3_91","3_93","M",5
"5_129","3_86","3_78","M",5
"5_130","3_86","3_78","F",5
"5_131","3_86","3_78","F",5
"5_132","3_86","3_78","F",5
"5_133","1_105","3_33","F",5
"5_134","1_105","3_33","F",5
"5_135","1_105","3_33","F",5
"5_136","1_105","3_33","M",5
"5_137","2_74","1_45","F",5
"5_138","2_74","1_45","M",5
"5_139","2_74","1_45","F",5
"5_140","2_74","1_45","M",5
"5_141","3_193","4_98","F",5
"5_142","3_193","4_98","F",5
"5_143","3_193","4_98","M",5
"5_144","3_193","4_98","M",5
"5_145","3_200","0_40","F",5
"5_146","3_200","0_40","F",5
"5_147","3_200","0_40","M",5
"5_148","3_200","0_40","M",5
"5_149","0_13","4_64","M",5
"5_150","0_13","4_64","M",5
"5_151","0_13","4_64","F",5
"5_152","0_13","4_64","M",5
"5_153","3_53","3_118","M",5
"5_154","3_53","3_118","F",5
"5_155","3_53","3_118","F",5
"5_156","3_53","3_118","F",5
"5_157","1_164","4_78","F",5
"5_158","1_164","4_78","M",5
"5_159","1_164","4_78","F",5
"5_160","1_164","4_78","M",5
"5_161","0_5","4_141","F",5
"5_162","0_5","4_141","F",5
"5_163","0_5","4_141","F",5
"5_164","0_5","4_141","M",5
"5_165","2_116","4_34","F",5
"5_166","2_116","4_34","M",5
"5_167","2_116","4_34","F",5
"5_168","2_116","4_34","M",5
"5_169","3_149","3_63","F",5
"5_170","3_149","3_63","M",5
"5_171","3_149","3_63","F",5
"5_172","3_149","3_63","M",5
"5_173","3_71","3_95","F",5
"5_174","3_71","3_95","F",5
"5_175","3_71","3_95","M",5
"5_176","3_71","3_95","M",5
"5_177","0_75","4_69","M",5
"5_178","0_75","4_69","F",5
"5_179","0_75","4_69","M",5
"5_180","0_75","4_69","F",5
"5_181","3_141","2_92","F",5
"5_182","3_141","2_92","F",5
"5_183","3_141","2_92","F",5
"5_184","3_141","2_92","M",5
"5_185","3_138","4_143","F",5
"5_186","3_138","4_143","M",5
"5_187","3_138","4_143","M",5
"5_188","3_138","4_143","M",5
"5_189","3_164","4_4","F",5
"5_190","3_164","4_4","M",5
"5_191","3_164","4_4","F",5
"5_192","3_164","4_4","F",5
"5_193","3_8","3_191","F",5
"5_194","3_8","3_191","M",5
"5_195","3_8","3_191","M",5
"5_196","3_8","3_191","F",5
"5_197","2_194","4_77","F",5
"5_198","2_194","4_77","F",5
"5_199","2_194","4_77","F",5
"5_200","2_194","4_77","M",5
"6_1","5_183","5_78","F",6
"6_2","5_183","5_78","F",6
"6_3","5_183","5_78","M",6
"6_4","5_183","5_78","M",6
"6_5","5_182","5_160","F",6
"6_6","5_182","5_160","F",6
"6_7","5_182","5_160","M",6
"6_8","5_182","5_160","F",6
"6_9","5_2","5_158","M",6
"6_10","5_2","5_158","F",6
"6_11","5_2","5_158","M",6
"6_12","5_2","5_158","F",6
"6_13","5_14","5_10","F",6
"6_14","5_14","5_10","M",6
"6_15","5_14","5_10","F",6
"6_16","5_14","5_10","F",6
"6_17","5_106","3_95","M",6
"6_18","5_106","3_95","M",6
"6_19","5_106","3_95","M",6
"6_20","5_106","3_95","M",6
"6_21","5_131","3_65","F",6
"6_22","5_131","3_65","F",6
"6_23","5_131","3_65","F",6
"6_24","5_131","3_65","F",6
"6_25","5_114","0_40","M",6
"6_26","5_114","0_40","M",6
"6_27","5_114","0_40","M",6
"6_28","5_114","0_40","M",6
"6_29","5_180","5_56","M",6
"6_30","5_180","5_56","F",6
"6_31","5_180","5_56","M",6
"6_32","5_180","5_56","F",6
"6_33","5_13","4_77","F",6
"6_34","5_13","4_77","M",6
"6_35","5_13","4_77","M",6
"6_36","5_13","4_77","M",6
"6_37","5_68","4_69","M",6
"6_38","5_68","4_69","F",6
"6_39","5_68","4_69","M",6
"6_40","5_68","4_69","M",6
"6_41","5_8","3_98","M",6
"6_42","5_8","3_98","F",6
"6_43","5_8","3_98","M",6
"6_44","5_8","3_98","M",6
"6_45","5_119","5_138","M",6
"6_46","5_119","5_138","F",6
"6_47","5_119","5_138","F",6
"6_48","5_119","5_138","F",6
"6_49","5_83","3_191","F",6
"6_50","5_83","3_191","F",6
"6_51","5_83","3_191","F",6
"6_52","5_83","3_191","M",6
"6_53","5_199","5_69","M",6
"6_54","5_199","5_69","F",6
"6_55","5_199","5_69","F",6
"6_56","5_199","5_69","M",6
"6_57","5_191","4_34","F",6
"6_58","5_191","4_34","M",6
"6_59","5_191","4_34","M",6
"6_60","5_191","4_34","F",6
"6_61","5_80","5_66","F",6
"6_62","5_80","5_66","M",6
"6_63","5_80","5_66","F",6
"6_64","5_80","5_66","F",6
"6_65","5_52","3_197","F",6
"6_66","5_52","3_197","M",6
"6_67","5_52","3_197","F",6
"6_68","5_52","3_197","F",6
"6_69","5_135","4_155","F",6
"6_70","5_135","4_155","M",6
"6_71","5_135","4_155","M",6
"6_72","5_135","4_155","M",6
"6_73","5_178","5_126","M",6
"6_74","5_178","5_126","F",6
"6_75","5_178","5_126","F",6
"6_76","5_178","5_126","M",6
"6_77","5_165","5_70","F",6
"6_78","5_165","5_70","F",6
"6_79","5_165","5_70","F",6
"6_80","5_165","5_70","M",6
"6_81","5_15","5_187","M",6
"6_82","5_15","5_187","M",6
"6_83","5_15","5_187","F",6
"6_84","5_15","5_187","F",6
"6_85","5_29","2_137","M",6
"6_86","5_29","2_137","F",6
"6_87","5_29","2_137","F",6
"6_88","5_29","2_137","F",6
"6_89","5_22","4_158","F",6
"6_90","5_22","4_158","M",6
"6_91","5_22","4_158","F",6
"6_92","5_22","4_158","M",6
"6_93","5_185","5_61","F",6
"6_94","5_185","5_61","M",6
"6_95","5_185","5_61","M",6
"6_96","5_185","5_61","M",6
"6_97","5_34","5_103","M",6
"6_98","5_34","5_103","M",6
"6_99","5_34","5_103","F",6
"6_100","5_34","5_103","F",6
"6_101","2_198","5_74","F",6
"6_102","2_198","5_74","F",6
"6_103","2_198","5_74","F",6
"6_104","2_198","5_74","F",6
"6_105","3_71","3_63","M",6
"6_106","3_71","3_63","M",6
"6_107","3_71","3_63","F",6
"6_108","3_71","3_63","M",6
"6_109","4_128","5_17","M",6
"6_110","4_128","5_17","F",6
"6_111","4_128","5_17","M",6
"6_112","4_128","5_17","M",6
"6_113","3_193","4_120","F",6
"6_114","3_193","4_120","F",6
"6_115","3_193","4_120","M",6
"6_116","3_193","4_120","M",6
"6_117","4_171","5_35","M",6
"6_118","4_171","5_35","F",6
"6_119","4_171","5_35","M",6
"6_120","4_171","5_35","F",6
"6_121","3_149","4_43","F",6
"6_122","3_149","4_43","M",6
"6_123","3_149","4_43","M",6
"6_124","3_149","4_43","F",6
"6_125","2_116","5_82","F",6
"6_126","2_116","5_82","M",6
"6_127","2_116","5_82","F",6
"6_128","2_116","5_82","M",6
"6_129","2_140","5_129","M",6
"6_130","2_140","5_129","F",6
"6_131","2_140","5_129","M",6
"6_132","2_140","5_129","F",6
"6_133","4_179","4_141","F",6
"6_134","4_179","4_141","M",6
"6_135","4_179","4_141","F",6
"6_136","4_179","4_141","F",6
"6_137","4_184","4_33","M",6
"6_138","4_184","4_33","F",6
"6_139","4_184","4_33","F",6
"6_140","4_184","4_33","M",6
"6_141","3_138","4_4","M",6
"6_142","3_138","4_4","F",6
"6_143","3_138","4_4","F",6
"6_144","3_138","4_4","M",6
"6_145","4_94","4_44","M",6
"6_146","4_94","4_44","M",6
"6_147","4_94","4_44","M",6
"6_148","4_94","4_44","M",6
"6_149","4_131","4_54","F",6
"6_150","4_131","4_54","M",6
"6_151","4_131","4_54","F",6
"6_152","4_131","4_54","F",6
"6_153","3_145","5_120","F",6
"6_154","3_145","5_120","M",6
"6_155","3_145","5_120","F",6
"6_156","3_145","5_120","F",6
"6_157","4_53","4_197","M",6
"6_158","4_53","4_197","M",6
"6_159","4_53","4_197","F",6
"6_160","4_53","4_197","M",6
"6_161","4_118","2_133","M",6
"6_162","4_118","2_133","F",6
"6_163","4_118","2_133","M",6
"6_164","4_118","2_133","M",6
"6_165","4_18","5_148","M",6
"6_166","4_18","5_148","F",6
"6_167","4_18","5_148","F",6
"6_168","4_18","5_148","M",6
"6_169","3_164","5_45","M",6
"6_170","3_164","5_45","M",6
"6_171","3_164","5_45","F",6
"6_172","3_164","5_45","F",6
"6_173","4_95","4_8","F",6
"6_174","4_95","4_8","M",6
"6_175","4_95","4_8","F",6
"6_176","4_95","4_8","F",6
"6_177","1_105","4_78","F",6
"6_178","1_105","4_78","F",6
"6_179","1_105","4_78","F",6
"6_180","1_105","4_78","M",6
"6_181","3_200","5_48","M",6
"6_182","3_200","5_48","F",6
"6_183","3_200","5_48","M",6
"6_184","3_200","5_48","M",6
"6_185","0_93","5_140","M",6
"6_186","0_93","5_140","M",6
"6_187","0_93","5_140","M",6
"6_188","0_93","5_140","F",6
"6_189","4_148","5_57","F",6
"6_190","4_148","5_57","M",6
"6_191","4_148","5_57","M",6
"6_192","4_148","5_57","M",6
"6_193","0_5","4_64","F",6
"6_194","0_5","4_64","M",6
"6_195","0_5","4_64","M",6
"6_196","0_5","4_64","F",6
"6_197","0_13","5_128","F",6
"6_198","0_13","5_128","F",6
"6_199","0_13","5_128","F",6
"6_200","0_13","5_128","M",6
"7_1","6_197","6_98","F",7
"7_2","6_197","6_98","F",7
"7_3","6_197","6_98","M",7
"7_4","6_197","6_98","M",7
"7_5","6_60","5_158","F",7
"7_6","6_60","5_158","M",7
"7_7","6_60","5_158","M",7
"7_8","6_60","5_158","M",7
"7_9","6_33","4_34","F",7
"7_10","6_33","4_34","M",7
"7_11","6_33","4_34","F",7
"7_12","6_33","4_34","M",7
"7_13","6_103","5_69","F",7
"7_14","6_103","5_69","F",7
"7_15","6_103","5_69","F",7
"7_16","6_103","5_69","F",7
"7_17","6_167","5_126","F",7
"7_18","6_167","5_126","F",7
"7_19","6_167","5_126","M",7
"7_20","6_167","5_126","F",7
"7_21","6_152","5_129","F",7
"7_22","6_152","5_129","M",7
"7_23","6_152","5_129","F",7
"7_24","6_152","5_129","F",7
"7_25","6_156","6_180","F",7
"7_26","6_156","6_180","F",7
"7_27","6_156","6_180","M",7
"7_28","6_156","6_180","M",7
"7_29","6_143","6_183","M",7
"7_30","6_143","6_183","M",7
"7_31","6_143","6_183","F",7
"7_32","6_143","6_183","M",7
"7_33","6_125","4_33","M",7
"7_34","6_125","4_33","M",7
"7_35","6_125","4_33","F",7
"7_36","6_125","4_33","F",7
"7_37","6_48","6_128","M",7
"7_38","6_48","6_128","M",7
"7_39","6_48","6_128","M",7
"7_40","6_48","6_128","M",7
"7_41","6_102","4_4","F",7
"7_42","6_102","4_4","F",7
"7_43","6_102","4_4","M",7
"7_44","6_102","4_4","F",7
"7_45","6_135","5_56","F",7
"7_46","6_135","5_56","M",7
"7_47","6_135","5_56","F",7
"7_48","6_135","5_56","M",7
"7_49","6_193","4_120","M",7
"7_50","6_193","4_120","F",7
"7_51","6_193","4_120","F",7
"7_52","6_193","4_120","F",7
"7_53","6_198","6_14","F",7
"7_54","6_198","6_14","M",7
"7_55","6_198","6_14","F",7
"7_56","6_198","6_14","F",7
"7_57","6_42","6_160","F",7
"7_58","6_42","6_160","F",7
"7_59","6_42","6_160","M",7
"7_60","6_42","6_160","M",7
"7_61","6_199","5_48","F",7
"7_62","6_199","5_48","M",7
"7_63","6_199","5_48","F",7
"7_64","6_199","5_48","M",7
"7_65","6_84","3_191","F",7
"7_66","6_84","3_191","F",7
"7_67","6_84","3_191","M",7
"7_68","6_84","3_191","M",7
"7_69","6_49","5_82","M",7
"7_70","6_49","5_82","F",7
"7_71","6_49","5_82","M",7
"7_72","6_49","5_82","F",7
"7_73","6_139","5_120","F",7
"7_74","6_139","5_120","F",7
"7_75","6_139","5_120","F",7
"7_76","6_139","5_120","M",7
"7_77","6_101","4_197","M",7
"7_78","6_101","4_197","F",7
"7_79","6_101","4_197","F",7
"7_80","6_101","4_197","M",7
"7_81","6_55","6_27","F",7
"7_82","6_55","6_27","F",7
"7_83","6_55","6_27","M",7
"7_84","6_55","6_27","F",7
"7_85","6_87","6_66","M",7
"7_86","6_87","6_66","F",7
"7_87","6_87","6_66","M",7
"7_88","6_87","6_66","M",7
"7_89","6_120","6_115","M",7
"7_90","6_120","6_115","M",7
"7_91","6_120","6_115","M",7
"7_92","6_120","6_115","M",7
"7_93","6_89","6_73","F",7
"7_94","6_89","6_73","M",7
"7_95","6_89","6_73","F",7
"7_96","6_89","6_73","M",7
"7_97","6_130","6_126","F",7
"7_98","6_130","6_126","F",7
"7_99","6_130","6_126","M",7
"7_100","6_130","6_126","M",7
"7_101","2_198","6_81","F",7
"7_102","2_198","6_81","M",7
"7_103","2_198","6_81","M",7
"7_104","2_198","6_81","M",7
"7_105","5_185","6_161","M",7
"7_106","5_185","6_161","F",7
"7_107","5_185","6_161","M",7
"7_108","5_185","6_161","F",7
"7_109","5_14","6_181","M",7
"7_110","5_14","6_181","M",7
"7_111","5_14","6_181","F",7
"7_112","5_14","6_181","F",7
"7_113","5_135","2_137","F",7
"7_114","5_135","2_137","M",7
"7_115","5_135","2_137","F",7
"7_116","5_135","2_137","M",7
"7_117","3_71","5_10","M",7
"7_118","3_71","5_10","F",7
"7_119","3_71","5_10","M",7
"7_120","3_71","5_10","M",7
"7_121","4_131","5_148","F",7
"7_122","4_131","5_148","M",7
"7_123","4_131","5_148","F",7
"7_124","4_131","5_148","M",7
"7_125","3_164","6_17","M",7
"7_126","3_164","6_17","F",7
"7_127","3_164","6_17","M",7
"7_128","3_164","6_17","F",7
"7_129","5_22","5_74","M",7
"7_130","5_22","5_74","M",7
"7_131","5_22","5_74","M",7
"7_132","5_22","5_74","F",7
"7_133","3_149","6_95","M",7
"7_134","3_149","6_95","M",7
"7_135","3_149","6_95","F",7
"7_136","3_149","6_95","M",7
"7_137","4_128","5_61","F",7
"7_138","4_128","5_61","F",7
"7_139","4_128","5_61","F",7
"7_140","4_128","5_61","F",7
"7_141","4_18","6_165","M",7
"7_142","4_18","6_165","F",7
"7_143","4_18","6_165","F",7
"7_144","4_18","6_165","F",7
"7_145","5_13","3_98","M",7
"7_146","5_13","3_98","M",7
"7_147","5_13","3_98","M",7
"7_148","5_13","3_98","M",7
"7_149","5_183","6_147","F",7
"7_150","5_183","6_147","F",7
"7_151","5_183","6_147","M",7
"7_152","5_183","6_147","F",7
"7_153","4_94","6_123","F",7
"7_154","4_94","6_123","M",7
"7_155","4_94","6_123","M",7
"7_156","4_94","6_123","F",7
"7_157","5_119","2_133","F",7
"7_158","5_119","2_133","F",7
"7_159","5_119","2_133","M",7
"7_160","5_119","2_133","F",7
"7_161","4_171","6_150","M",7
"7_162","4_171","6_150","M",7
"7_163","4_171","6_150","M",7
"7_164","4_171","6_150","F",7
"7_165","5_114","6_53","M",7
"7_166","5_114","6_53","F",7
"7_167","5_114","6_53","F",7
"7_168","5_114","6_53","M",7
"7_169","3_200","5_78","M",7
"7_170","3_200","5_78","M",7
"7_171","3_200","5_78","F",7
"7_172","3_200","5_78","M",7
"7_173","4_118","0_40","F",7
"7_174","4_118","0_40","M",7
"7_175","4_118","0_40","M",7
"7_176","4_118","0_40","F",7
"7_177","4_53","6_70","M",7
"7_178","4_53","6_70","F",7
"7_179","4_53","6_70","F",7
"7_180","4_53","6_70","F",7
"7_181","5_178","6_18","F",7
"7_182","5_178","6_18","M",7
"7_183","5_178","6_18","M",7
"7_184","5_178","6_18","F",7
"7_185","5_191","6_41","M",7
"7_186","5_191","6_41","F",7
"7_187","5_191","6_41","M",7
"7_188","5_191","6_41","M",7
"7_189","5_8","6_169","F",7
"7_190","5_8","6_169","M",7
"7_191","5_8","6_169","M",7
"7_192","5_8","6_169","F",7
"7_193","5_83","5_57","M",7
"7_194","5_83","5_57","M",7
"7_195","5_83","5_57","F",7
"7_196","5_83","5_57","M",7
"7_197","5_182","4_158","F",7
"7_198","5_182","4_158","F",7
"7_199","5_182","4_158","F",7
"7_200","5_182","4_158","F",7
"8_1","7_25","5_74","M",8
"8_2","7_25","5_74","F",8
"8_3","7_25","5_74","M",8
"8_4","7_25","5_74","M",8
"8_5","7_47","6_161","M",8
"8_6","7_47","6_161","F",8
"8_7","7_47","6_161","F",8
"8_8","7_47","6_161","F",8
"8_9","7_171","4_197","M",8
"8_10","7_171","4_197","F",8
"8_11","7_171","4_197","F",8
"8_12","7_171","4_197","F",8
"8_13","7_181","7_104","F",8
"8_14","7_181","7_104","F",8
"8_15","7_181","7_104","F",8
"8_16","7_181","7_104","F",8
"8_17","7_184","7_174","F",8
"8_18","7_184","7_174","M",8
"8_19","7_184","7_174","F",8
"8_20","7_184","7_174","F",8
"8_21","7_79","7_33","M",8
"8_22","7_79","7_33","M",8
"8_23","7_79","7_33","F",8
"8_24","7_79","7_33","M",8
"8_25","7_189","6_128","F",8
"8_26","7_189","6_128","M",8
"8_27","7_189","6_128","M",8
"8_28","7_189","6_128","F",8
"8_29","7_75","5_158","F",8
"8_30","7_75","5_158","M",8
"8_31","7_75","5_158","F",8
"8_32","7_75","5_158","M",8
"8_33","7_24","7_105","F",8
"8_34","7_24","7_105","F",8
"8_35","7_24","7_105","M",8
"8_36","7_24","7_105","M",8
"8_37","7_14","4_158","F",8
"8_38","7_14","4_158","F",8
"8_39","7_14","4_158","F",8
"8_40","7_14","4_158","F",8
"8_41","7_101","7_38","M",8
"8_42","7_101","7_38","F",8
"8_43","7_101","7_38","M",8
"8_44","7_101","7_38","M",8
"8_45","7_138","7_96","M",8
"8_46","7_138","7_96","F",8
"8_47","7_138","7_96","M",8
"8_48","7_138","7_96","F",8
"8_49","7_132","7_147","M",8
"8_50","7_132","7_147","M",8
"8_51","7_132","7_147","M",8
"8_52","7_132","7_147","M",8
"8_53","7_52","5_10","M",8
"8_54","7_52","5_10","F",8
"8_55","7_52","5_10","M",8
"8_56","7_52","5_10","M",8
"8_57","7_115","7_62","M",8
"8_58","7_115","7_62","M",8
"8_59","7_115","7_62","M",8
"8_60","7_115","7_62","M",8
"8_61","7_167","5_120","M",8
"8_62","7_167","5_120","F",8
"8_63","7_167","5_120","M",8
"8_64","7_167","5_120","M",8
"8_65","7_166","6_169","M",8
"8_66","7_166","6_169","F",8
"8_67","7_166","6_169","M",8
"8_68","7_166","6_169","F",8
"8_69","7_11","0_40","M",8
"8_70","7_11","0_40","F",8
"8_71","7_11","0_40","M",8
"8_72","7_11","0_40","M",8
"8_73","7_57","7_107","M",8
"8_74","7_57","7_107","F",8
"8_75","7_57","7_107","F",8
"8_76","7_57","7_107","F",8
"8_77","7_178","5_48","F",8
"8_78","7_178","5_48","M",8
"8_79","7_178","5_48","F",8
"8_80","7_178","5_48","M",8
"8_81","7_20","4_33","F",8
"8_82","7_20","4_33","F",8
"8_83","7_20","4_33","F",8
"8_84","7_20","4_33","M",8
"8_85","7_118","7_136","M",8
"8_86","7_118","7_136","F",8
"8_87","7_118","7_136","F",8
"8_88","7_118","7_136","F",8
"8_89","7_140","7_40","M",8
"8_90","7_140","7_40","F",8
"8_91","7_140","7_40","M",8
"8_92","7_140","7_40","F",8
"8_93","7_5","7_88","F",8
"8_94","7_5","7_88","F",8
"8_95","7_5","7_88","F",8
"8_96","7_5","7_88","M",8
"8_97","7_15","6_147","F",8
"8_98","7_15","6_147","F",8
"8_99","7_15","6_147","M",8
"8_100","7_15","6_147","F",8
"8_101","6_103","6_180","F",8
"8_102","6_103","6_180","F",8
"8_103","6_103","6_180","F",8
"8_104","6_103","6_180","F",8
"8_105","6_120","6_150","F",8
"8_106","6_120","6_150","F",8
"8_107","6_120","6_150","M",8
"8_108","6_120","6_150","F",8
"8_109","6_102","7_71","M",8
"8_110","6_102","7_71","F",8
"8_111","6_102","7_71","F",8
"8_112","6_102","7_71","M",8
"8_113","3_164","5_61","M",8
"8_114","3_164","5_61","F",8
"8_115","3_164","5_61","M",8
"8_116","3_164","5_61","F",8
"8_117","5_22","7_29","F",8
"8_118","5_22","7_29","F",8
"8_119","5_22","7_29","F",8
"8_120","5_22","7_29","F",8
"8_121","6_143","6_70","F",8
"8_122","6_143","6_70","M",8
"8_123","6_143","6_70","F",8
"8_124","6_143","6_70","M",8
"8_125","5_178","7_124","M",8
"8_126","5_178","7_124","F",8
"8_127","5_178","7_124","M",8
"8_128","5_178","7_124","M",8
"8_129","2_198","7_187","M",8
"8_130","2_198","7_187","M",8
"8_131","2_198","7_187","M",8
"8_132","2_198","7_187","F",8
"8_133","3_200","7_76","F",8
"8_134","3_200","7_76","F",8
"8_135","3_200","7_76","F",8
"8_136","3_200","7_76","M",8
"8_137","6_60","7_54","M",8
"8_138","6_60","7_54","F",8
"8_139","6_60","7_54","M",8
"8_140","6_60","7_54","M",8
"8_141","5_182","7_169","M",8
"8_142","5_182","7_169","F",8
"8_143","5_182","7_169","F",8
"8_144","5_182","7_169","M",8
"8_145","5_8","7_69","M",8
"8_146","5_8","7_69","F",8
"8_147","5_8","7_69","M",8
"8_148","5_8","7_69","F",8
"8_149","6_55","3_191","M",8
