animal,Wood,Tarsus,Weight,Disp_Distance,White,Nb_Revival,Personality,Birth_Year,Birth_Temp,Birth_Moon
258,Wood_9,48.02660725042998,487.9162811800319,2.7405167329864395,0,1,Medium,1537,18.690193992372695,First
259,Wood_6,48.647262300417104,507.43776349505345,7.646189164847593,1,0,Shy,1537,28.228370737573304,New
260,Wood_24,50.855408835378626,519.5299240138512,6.1656229481769085,0,1,Shy,1537,20.50903478181058,Last
261,Wood_23,50.43682413325174,500.4186615498659,2.9343128275337493,1,1,Shy,1537,18.283389226078597,First
262,Wood_3,51.6593519101261,523.0876838778826,11.957670573273518,0,4,Shy,1537,20.336531730119717,Full
263,Wood_10,49.58317365257813,541.7964176637873,3.4420013587534477,1,2,Shy,1537,22.091734805181314,Full
264,Wood_26,43.30223847534203,481.70958552565236,0.8264130796328751,0,0,Shy,1537,16.08275073807112,New
265,Wood_17,52.07758492955761,511.46908633774603,2.8318064999981356,0,2,Medium,1537,17.811560972729275,First
266,Wood_27,54.16220161572207,500.1288208313369,17.63062991303825,1,1,Bold,1537,27.02234138178983,New
267,Wood_26,45.39112127775053,516.6540911903116,3.2793821636036555,0,0,Medium,1537,17.666694423158095,New
268,Wood_15,48.731828314591795,519.0043641066928,6.2279827967185435,0,0,Medium,1537,25.300293098761856,New
269,Wood_14,53.137006485660535,516.0178534350595,1.010891323072892,0,0,Bold,1537,20.59724161216248,First
270,Wood_12,54.113592063656306,525.6033863595312,5.899417892765344,0,4,Medium,1537,22.200290350034333,Full
271,Wood_13,52.990020907902824,512.9307942490898,1.3265936180196216,1,1,Bold,1537,19.410181399996286,New
272,Wood_8,55.94197202531641,555.4542174779284,12.058118585702251,0,0,Medium,1537,29.115525685369455,Last
273,Wood_10,47.942284556816134,477.95007897998744,2.6992130547849347,1,0,Medium,1537,18.42058567906205,Last
274,Wood_27,47.61137304323067,495.4701517450474,0.707188868080236,1,2,Shy,1537,12.215630165550682,First
275,Wood_12,54.89511908978069,531.8892366016847,5.090107070131226,1,3,Bold,1537,22.259949757323575,Full
276,Wood_5,48.38243073226006,492.8924979748035,5.753518315571792,1,6,Medium,1537,22.804569354695055,Full
277,Wood_27,51.51473117347309,512.5487805683919,0.8692264151508986,0,2,Medium,1537,16.35877280997534,New
278,Wood_14,53.08892295531677,531.0024398755991,10.027339514946721,0,3,Shy,1537,25.189229682505193,Full
279,Wood_29,47.53793269733439,515.1652129165377,28.0042042884166,1,2,Medium,1537,25.505174497272296,Full
280,Wood_26,44.79869068091205,487.5807187241029,7.398155000833521,0,0,Bold,1537,21.559713856423322,New
281,Wood_17,47.16436387077391,489.9875032229047,2.0349902727367937,0,0,Medium,1537,20.038872401295244,New
282,Wood_28,50.75907112138014,512.33261391473,0.5959181682657716,1,0,Shy,1537,19.979486735242258,New
283,Wood_3,49.95702785754388,495.5817306930405,1.3793897985050005,0,0,Bold,1537,18.873762964373842,New
284,Wood_2,53.99658175146107,519.9211175639385,4.094011584839165,1,3,Shy,1537,28.900353515394276,Full
285,Wood_27,49.87150326987189,494.29261169863247,7.02162047011822,1,0,Shy,1537,23.895619267836025,Last
286,Wood_19,52.22491903264495,512.3540678215534,4.807207316499672,0,2,Medium,1537,17.099604472271306,Last
287,Wood_18,49.35190797014217,512.229661150747,0.78354210470982,0,0,Shy,1537,21.41205859041168,New
288,Wood_8,53.282925419013836,519.9879984126238,3.4854778455703053,1,5,Bold,1537,27.084162907481982,Full
289,Wood_28,49.58325354374443,483.99611335230844,0.6415842558774204,0,1,Medium,1537,24.676596148743947,New
290,Wood_22,54.081280235889,508.3036593498942,1.0557449459845354,1,1,Shy,1537,16.49261988295457,Last
291,Wood_18,48.781889221993346,523.969564500225,2.7898632840037023,0,1,Shy,1537,26.909384801241245,Full
292,Wood_21,47.41676450670026,508.0320622444073,4.258925198652624,0,1,Shy,1537,25.070502370735305,Last
293,Wood_30,52.875534112959016,514.9570022272316,3.7693395503778806,1,0,Shy,1537,22.583532645641345,Last
294,Wood_21,47.817985229593596,498.94765758860933,7.171942154427899,1,1,Shy,1537,27.829640937496947,Last
295,Wood_8,54.67860389476258,511.1961376239358,8.187247573764433,1,2,Bold,1537,32.0463644910375,Last
296,Wood_14,50.515169439468814,520.2096148766441,9.656344854847937,1,0,Medium,1537,26.41017863940222,Last
297,Wood_28,53.618847714248275,516.4737670530053,3.2423817114495623,0,1,Bold,1537,18.754837366968072,New
298,Wood_9,51.66387652353771,527.4550578476509,7.055745255378399,0,2,Shy,1537,18.615540143989207,Full
299,Wood_22,51.23482463689529,504.667275352984,2.68733166908373,0,1,Shy,1537,18.572083925097495,Last
300,Wood_11,49.706093871091,514.9064787284314,25.355153803428124,0,3,Bold,1537,26.457990944518635,Last
301,Wood_23,50.81746853196684,493.4032574933983,7.122263970260051,0,1,Medium,1537,22.42135470269377,First
302,Wood_11,54.06978575965098,527.4808444374548,11.188734730597687,1,1,Shy,1537,26.421093172071547,Full
303,Wood_17,52.00888659725383,506.0375947536347,1.0743268168107027,0,1,Medium,1537,16.406202569887984,Last
304,Wood_27,49.557772165645915,515.3057921786249,1.0001872406004153,1,1,Shy,1537,7.497117736411926,Full
305,Wood_15,45.920692117224874,495.58223609768186,3.571952476476334,0,0,Shy,1537,15.552880227252878,Last
306,Wood_3,47.74939329556971,483.8519589514822,7.461802730243858,0,0,Bold,1537,22.053475441423465,First
307,Wood_4,52.50875375007597,497.1002019441441,7.067435717168642,0,2,Shy,1537,23.652654701711462,Full
308,Wood_8,49.755329449157124,509.99831943895504,0.1453813520127061,1,1,Medium,1537,13.788593104562537,First
309,Wood_27,48.87220067652312,516.1692738192751,27.273812355171412,0,1,Shy,1537,25.74072526631474,Full
310,Wood_15,43.820915935544484,480.0563736097737,2.2975648364968806,0,0,Medium,1537,26.854749545226525,New
311,Wood_6,48.72552675021555,512.98173600621794,2.5493522926550853,0,0,Medium,1537,20.084817449893485,Last
312,Wood_27,52.48257417810763,511.19131977245405,2.624839583270397,0,2,Bold,1537,21.41787916365437,New
313,Wood_21,47.363551195346695,490.7576248284926,11.209964193408151,0,1,Shy,1537,18.965882815282594,Full
314,Wood_16,50.429472262087714,507.8229799093408,1.3299395427830056,1,1,Shy,1537,16.078632887274807,Full
315,Wood_6,56.0305952402506,544.8093590197037,1.5835059545558157,0,0,Shy,1537,19.338971636508383,New
316,Wood_8,55.119401347935145,511.2361171831468,3.880683361355612,1,0,Medium,1537,21.779848920006373,Full
317,Wood_21,44.43397057663729,494.9517133174933,0.2989454475136885,0,0,Medium,1537,13.62732520733643,First
318,Wood_21,53.19620327947614,515.3302114179048,6.234830829031103,0,1,Bold,1537,26.9769796530052,Last
319,Wood_5,44.538313707821324,472.8279597860494,13.487976390353769,0,0,Medium,1537,18.655021270176384,Last
320,Wood_14,53.07712265615933,501.4772934511528,3.5513584271620644,0,1,Medium,1537,23.408950407408188,Last
321,Wood_18,50.034968069074296,496.61815729057554,3.1469515399955874,0,4,Shy,1537,15.820091603891237,Full
322,Wood_17,54.40742288172655,526.41903558844206,4.774784066383948,0,1,Medium,1537,19.02942820302058,First
323,Wood_15,45.75047528469145,469.99884875470786,3.1997432561881385,0,1,Medium,1537,15.869292540132271,First
324,Wood_28,50.14102547311247,485.6265876933861,3.0567876850462774,0,2,Shy,1537,16.34472320727751,Last
325,Wood_12,53.00683952364019,516.6362149396662,2.184735539981765,0,6,Medium,1537,20.325356567710713,First
326,Wood_7,49.082426881374005,476.49735510635037,2.2656358508425667,0,1,Medium,1537,13.077743347486972,First
327,Wood_10,46.79803881548185,496.2109105251239,1.2161602615943583,0,1,Bold,1537,16.207568656421476,First
328,Wood_1,47.64316411180551,480.21198584579287,1.1682383499440294,0,0,Bold,1537,17.8794595996427,New
329,Wood_28,52.08050252673061,506.42857933818016,1.6869550380100227,0,0,Medium,1537,17.29907515439644,Last
330,Wood_26,45.985323956188026,486.2701916998566,3.4727535507450336,0,0,Bold,1537,14.75346784494405,New
331,Wood_19,46.405299534401586,493.8294561040955,2.6133274720393906,0,1,Bold,1537,17.859387697011428,Full
332,Wood_9,53.1813044382314,517.7416247492214,6.085360622250405,0,0,Bold,1537,25.71569146571735,First
333,Wood_25,53.687655348478195,529.5844879306475,1.190533214134153,1,1,Medium,1537,30.21138397419776,New
334,Wood_6,49.265707441092765,510.66669085004895,1.0851445754687068,0,1,Medium,1537,19.871866140521064,First
335,Wood_7,52.597098236257494,510.8980497447125,5.059615990391083,1,6,Shy,1537,19.301440907746823,Full
336,Wood_20,55.83682037423853,539.9022645577533,5.194933274493975,0,0,Bold,1537,29.499996769911885,New
337,Wood_18,50.06637901123896,526.7625556918796,2.0542514021616403,0,1,Shy,1537,19.752031288459683,Last
338,Wood_20,47.08068159437842,504.4210938272437,2.0214339985739787,1,2,Shy,1537,9.41414912151071,Full
339,Wood_13,52.71931899428315,502.74601240797756,0.7264704119439702,1,1,Medium,1537,15.924218031412842,First
340,Wood_29,47.47254414239521,501.18231966938555,3.301311249641503,1,0,Medium,1537,26.010085476324434,Last
341,Wood_13,51.92350116289625,501.69980413775846,0.921093691329189,1,1,Shy,1537,11.76941717507115,First
342,Wood_10,52.03826595694355,517.6953207696525,1.4605717376359555,1,0,Bold,1537,24.613363789101,Last
343,Wood_28,50.85718920758659,510.35668749351777,6.30999682555794,1,5,Bold,1537,18.38065040490469,Full
344,Wood_5,51.26224245485913,510.28755816996056,3.3076310919564818,0,0,Bold,1537,15.68543566893361,Last
345,Wood_15,47.931505490767606,525.241099694253,1.6152456149731858,1,1,Shy,1537,17.38417713497861,Full
346,Wood_27,47.596913185935506,496.708105032214,2.0454027756537476,0,1,Bold,1537,21.173822692115287,Full
347,Wood_29,48.68148418835325,494.3959387194231,2.4788520698571155,0,3,Shy,1537,22.02855038707937,New
348,Wood_19,51.8452844409783,511.631914726353,1.853337821700569,0,0,Medium,1537,13.830349644037542,First
349,Wood_25,49.34914961798459,525.425396631674,1.059001101906757,0,0,Shy,1537,16.9611801843797,First
350,Wood_18,50.4138215388756,522.6155188193248,2.020468461102507,1,0,Shy,1537,26.38660077953466,Full
351,Wood_20,54.289274444633726,510.69016600048406,1.3614592384097748,0,1,Shy,1537,26.154087711807787,New
352,Wood_1,46.06597815517224,464.25356391782555,9.527929650708366,0,1,Bold,1537,20.522250839259364,Last
353,Wood_8,49.93605916099572,527.7137700958513,9.691359314771391,0,3,Shy,1537,25.933547903713634,Full
354,Wood_20,52.3096361495377,522.111695472074,0.26578128742452894,0,1,Medium,1537,16.710664194700755,First
355,Wood_6,49.27725685166421,494.638454792455,0.5677967467106526,1,4,Shy,1537,18.70106531900063,First
356,Wood_1,48.42237425753519,503.50550467796967,9.570651505836828,1,3,Shy,1537,20.474931458296858,Full
357,Wood_22,51.461390289291835,527.4232308808988,4.645638181088833,1,2,Shy,1537,17.18533285147973,Full
358,Wood_19,49.73431279010017,496.618713996999,0.7057724549054658,0,0,Shy,1537,21.342759793506552,First
359,Wood_2,49.59552528542389,514.7425602187359,6.202625277723153,0,0,Medium,1537,23.45753662688006,Full
360,Wood_11,50.28260587775629,484.60067463781695,0.5864618863617262,1,0,Medium,1537,12.382286517817395,New
361,Wood_20,53.60030606020258,516.960953639254,0.6216466012262055,0,0,Shy,1537,15.528574183664878,Last
362,Wood_21,49.585661457266234,479.4145761567986,2.7291625683885714,0,3,Medium,1537,16.126493097564527,Full
363,Wood_21,53.1876188860774,512.9651719186364,2.7014407932990396,0,2,Medium,1537,23.685444698397106,Last
364,Wood_4,48.85332206853848,495.11040685609487,2.512843911827587,1,1,Medium,1537,18.27876290697079,New
365,Wood_19,47.65127920661988,497.5699794755863,1.434244452884733,1,0,Bold,1537,18.70854609609177,Last
366,Wood_21,49.35296009652505,510.1134286395864,5.202059079390054,0,0,Bold,1537,21.70250980171325,Last
367,Wood_6,56.006118843241076,511.90542494103727,0.5146361126189846,1,1,Medium,1537,17.518036827649674,First
368,Wood_18,46.612147701300046,486.09693989684024,1.9386396387689209,0,0,Medium,1537,16.090038817660933,Last
369,Wood_21,51.516469124072756,509.9808788976187,2.59458842134998,1,0,Bold,1537,24.857148937028143,First
370,Wood_2,48.83270719908815,505.6466901234941,0.7182379205374133,0,0,Medium,1537,10.264464722584856,New
371,Wood_10,47.904541825708016,476.25707633079276,1.5282412206597675,1,1,Shy,1537,12.660200164145603,Last
372,Wood_3,49.471472100968256,520.3823887143132,2.409935703207363,1,1,Bold,1537,21.02049837946247,Full
373,Wood_26,47.82743692208348,509.0930354029317,2.313746103383865,1,1,Bold,1537,16.998548828556522,Last
374,Wood_29,45.60885964050734,499.00494928027,1.2805358782025773,0,1,Shy,1537,21.933413370531024,First
375,Wood_8,54.24946504302139,512.9926803499924,2.0140422409952294,0,3,Bold,1537,18.518137395999634,New
376,Wood_2,50.62032981372622,496.67592631087825,3.2561031260006557,0,1,Shy,1538,16.872204928348175,Last
377,Wood_14,49.64505007800932,495.0833119795551,7.684902636435817,0,3,Bold,1538,23.532949125609367,Full
378,Wood_25,53.19720723275755,517.541861377326,2.367578745236096,0,1,Bold,1538,23.65392043848342,New
379,Wood_21,50.807566189399246,502.20688904710187,3.627036678809793,0,1,Bold,1538,25.74348194421138,New
380,Wood_10,49.31386742714682,499.99457212004717,0.7782950817489674,1,0,Shy,1538,16.777372998512217,Last
381,Wood_28,49.52528103091331,507.5155650191624,0.5426631410547841,1,1,Bold,1538,15.002883882367998,New
382,Wood_9,50.86687106665297,514.4163934778164,4.697293625455042,0,1,Medium,1538,20.190396863377103,Last
383,Wood_13,56.27986902565522,516.6973215158166,4.3004988201304,1,1,Medium,1538,26.80969764268368,Last
384,Wood_30,52.45103572859927,519.4658718771828,4.117522981621444,0,0,Bold,1538,31.17463112329547,New
385,Wood_21,48.460296073920716,496.37753202007633,0.7437788030903036,0,2,Shy,1538,20.336300235255816,New
386,Wood_10,47.11048972076936,492.02066844025256,7.762088811854902,0,2,Medium,1538,19.0779476286285,First
387,Wood_2,49.6110854522313,503.9041465758989,5.026180295391173,1,0,Shy,1538,23.414439936827737,First
388,Wood_1,44.321280440834656,487.88282507129037,9.086359707701101,0,1,Bold,1538,23.284492877597504,Full
389,Wood_7,54.18048562335583,528.5685958277592,3.053175862143026,0,0,Bold,1538,25.539241195859326,New
390,Wood_17,56.31604387117783,528.7081263224544,2.8536002288391784,0,6,Medium,1538,26.328743587029415,Last
391,Wood_28,50.67115934701898,510.42406143211826,4.894373959211534,1,1,Shy,1538,17.814495444788133,Full
392,Wood_1,47.84665726457958,476.72637036281856,3.3151685964159157,0,0,Medium,1538,14.201857062783432,Last
393,Wood_7,51.713789319206164,516.6585022542284,7.917471287933779,1,2,Bold,1538,23.011388555166914,Last
394,Wood_6,50.41493415510551,512.5991367082338,12.30938596102452,0,0,Bold,1538,22.751785136516876,Last
395,Wood_17,54.266573781217375,543.8545623535047,9.35875093555298,0,5,Shy,1538,26.505308821436557,Full
396,Wood_18,48.52558547038491,484.95406849267744,2.3620214886813664,0,2,Shy,1538,19.851385062165082,Last
397,Wood_17,52.45838037106835,529.7861055232414,2.686978914572409,0,6,Shy,1538,14.672631390722014,Full
398,Wood_1,50.564589179237394,501.67553273835176,8.995868880207896,0,2,Bold,1538,20.82640149031177,Last
399,Wood_1,49.322633461965694,497.8203211304888,5.093033438378119,0,1,Medium,1538,23.36375592034924,First
400,Wood_16,52.72515392350879,506.6200323511752,1.0042541719794176,1,1,Bold,1538,19.060545091089995,First
401,Wood_18,53.95824755664963,523.6318596895884,32.356981179827685,1,2,Shy,1538,34.89575758438587,Last
402,Wood_28,52.66496577293333,503.9645192336434,1.214613985319534,0,1,Shy,1538,23.174697075376532,First
403,Wood_24,45.68022974127014,484.43527996181217,1.5568363135308214,0,0,Shy,1538,13.274448183396997,Full
404,Wood_24,49.62010386390788,497.0994128530553,7.985675666072744,1,1,Shy,1538,23.018885569479455,Full
405,Wood_22,54.246578061544675,504.2607428159416,4.7691778031250776,0,0,Shy,1538,22.242426745587537,Full
406,Wood_29,45.71424297170475,471.69261039880473,3.807748644877092,0,0,Bold,1538,24.777065670646735,First
407,Wood_1,43.959998795038594,504.028862860013,1.9040003042356897,0,0,Bold,1538,12.220246246281931,Last
408,Wood_2,50.08595608743385,505.28823777349743,1.88079743028731,0,3,Shy,1538,8.011983020488904,Full
409,Wood_6,47.18326819100628,487.02070959286726,1.2692783107182668,0,0,Bold,1538,15.240126649809923,New
410,Wood_25,49.55780811739927,496.803640572632,1.49198580266832,0,2,Medium,1538,15.553134777334902,New
411,Wood_22,53.04823086724377,493.7604408788731,3.672756705862974,1,7,Shy,1538,24.97446444264707,Full
412,Wood_1,44.80811655461052,504.0814607457441,18.158760415263007,0,3,Medium,1538,24.749309998945744,Full
413,Wood_11,53.44012614558809,513.2577055315265,1.1734172388283846,0,1,Bold,1538,12.206949262203905,First
414,Wood_20,48.02926619764146,487.1940369147551,4.75315968157255,0,1,Medium,1538,17.22537375221493,Full
415,Wood_11,46.01244018892277,486.6954626431538,0.43820716936157683,0,1,Shy,1538,12.748718691955325,Last
416,Wood_8,47.50170747811747,489.4427154683797,5.588987571522182,1,2,Medium,1538,20.312093972971322,Full
417,Wood_27,53.76635089236341,509.71989404096536,1.3204992196192133,0,3,Medium,1538,14.755798368846202,Last
418,Wood_14,50.34345412142948,515.2826663005877,0.9199397557794804,0,2,Shy,1538,21.423001856039622,Last
419,Wood_29,43.65118563404743,480.3958820805503,13.322279682240616,0,2,Medium,1538,21.483359019235028,Full
420,Wood_29,47.57847620687168,491.86101962991677,0.6298112047973626,0,1,Bold,1538,19.777660227409434,New
421,Wood_8,57.682861340801196,517.7766478557919,16.10460556962441,1,3,Bold,1538,21.317802937426542,Full
422,Wood_21,42.471784263740176,483.70935204912996,3.2067000925708764,0,0,Shy,1538,16.811530517139143,New
423,Wood_11,47.347107017958436,495.83808002144895,2.5884174886501317,0,1,Medium,1538,21.516779601791995,New
424,Wood_18,48.98624020792881,483.2967259242968,12.640295917413756,0,1,Medium,1538,24.348217237486654,Last
425,Wood_9,50.10053042260949,517.1576407566765,3.067780606008878,0,3,Bold,1538,30.312338683749275,New
426,Wood_24,46.01871236566917,477.5272475081494,1.708162661854946,0,1,Medium,1538,18.305263059220128,Last
427,Wood_11,49.53909790628737,478.3766045222055,10.909064665903664,0,1,Shy,1538,25.40475766589214,First
428,Wood_17,49.264527947810784,480.45772826428913,1.7063335955719243,1,2,Bold,1538,16.978740085612365,New
429,Wood_14,50.205181137984894,511.4463322328043,2.1056200461771915,1,1,Shy,1538,21.264717100282535,Last
430,Wood_27,49.47260189995482,497.7597507267857,2.2136220724713636,1,0,Shy,1538,19.796486231228982,Last
431,Wood_24,44.034870288045575,469.15414806971773,6.049753070072747,0,0,Medium,1538,14.77758087171144,Last
432,Wood_5,42.57085771325958,504.11001537237394,0.43873170536456885,0,0,Medium,1538,16.84933973347514,Last
433,Wood_26,50.2046904663699,493.62492203083195,3.9935529413685087,0,0,Bold,1538,21.00291334071534,First
434,Wood_4,51.9189742140192,502.956317601154,2.4628282926528366,1,0,Medium,1538,20.0405720445812,Full
435,Wood_20,49.2415384331811,504.61764430914155,10.72203413871401,0,1,Shy,1538,22.123193096394807,Full
436,Wood_29,47.4770577515067,496.4811611372348,1.0872974235102577,0,3,Medium,1538,16.085816829950492,Last
437,Wood_26,45.87779383519246,485.48711185311873,1.9503409806633663,0,0,Medium,1538,23.563536301622896,New
438,Wood_24,49.89852854248405,501.4016320732659,1.5384526810202679,1,1,Shy,1538,18.447674435285457,Full
439,Wood_15,47.76577010877121,499.72178813262343,3.749038598198532,0,5,Medium,1538,18.521846717575396,First
440,Wood_13,54.43296906025756,513.3686002069228,4.1915360143937015,1,0,Shy,1538,20.8539661564004,First
441,Wood_27,52.562974009765156,513.7674883775118,4.0326404075068085,0,0,Bold,1538,25.93962910313493,Last
442,Wood_22,53.23798357293608,511.5355486235413,0.540445046322254,1,2,Medium,1538,14.324367367683958,New
443,Wood_8,53.875430609908626,525.9982851706543,12.82264267057344,1,7,Bold,1538,20.405292334934455,Full
444,Wood_15,50.60885071416119,506.3594974657207,11.204261765692138,0,1,Medium,1538,21.79874663404609,Last
445,Wood_6,53.8186858034451,499.30202606348445,7.740449785469011,0,1,Shy,1538,26.946447774250743,First
446,Wood_15,47.41929415149113,498.1994962207166,1.7146811939475546,0,0,Shy,1538,11.561925150169035,Last
447,Wood_14,54.116952998062494,506.21576931393093,6.589633829818117,0,3,Shy,1538,26.80730149252099,Full
448,Wood_25,50.64484750678641,515.2339424115424,6.88824604125874,1,2,Shy,1538,23.32838551372559,New
449,Wood_30,49.15207562863445,491.6737902380546,1.6853641643379955,0,2,Bold,1538,15.814087230502317,New
450,Wood_27,49.05740413581978,488.7363257998763,3.7442733870266984,0,1,Medium,1538,20.574149854084528,New
451,Wood_7,48.23929640561112,481.61572781564615,13.857427970748178,1,0,Shy,1538,20.14556263719521,Full
452,Wood_3,46.104437454585515,471.53232568623554,2.9460264771146236,0,0,Bold,1538,12.188238622623027,New
453,Wood_24,43.65771691216289,494.6757322435574,1.470139644123747,1,1,Shy,1538,12.739670291086382,Full
454,Wood_7,48.59674582868464,505.29650239137743,0.6823762966764205,1,0,Shy,1538,10.522270409298569,New
455,Wood_14,50.357506949599554,494.49020673056583,2.644055330330752,1,2,Shy,1538,14.902648968871672,Full
456,Wood_9,52.03138849157995,488.0978536048281,1.5847252298365648,0,0,Bold,1538,16.40172771402134,New
457,Wood_29,47.931226216700374,495.3096230096836,3.590285752067397,0,0,Medium,1538,23.062285612985505,New
458,Wood_24,48.691064873096146,495.0848008073178,0.8589978344763848,0,0,Bold,1538,15.820172545811953,New
459,Wood_14,50.63397940680329,504.07018300782033,5.2050064428751295,1,1,Bold,1538,21.43262774469841,Last
460,Wood_18,50.843658075826646,501.1543951552595,3.6953678655699496,0,2,Bold,1538,25.3364202624415,Last
461,Wood_21,46.24101222987776,476.13041312691627,3.1873263451902227,0,0,Bold,1538,14.46931402762139,New
462,Wood_30,54.30891889355021,518.516837939583,3.099078287588238,1,2,Medium,1538,15.156616757424732,First
463,Wood_2,49.05479884329817,501.55869461280577,0.5694881091146506,0,0,Shy,1538,14.866306793811306,Last
464,Wood_17,49.868584918560536,511.6517237319463,7.529924258790722,0,0,Medium,1538,26.819737868137764,First
465,Wood_22,54.54899990259142,518.4223134852946,0.8807146449824959,0,1,Shy,1538,8.070378278442377,Last
466,Wood_6,47.870691815763564,495.4742949726034,1.1313107027604516,0,3,Bold,1538,21.559046407579494,New
467,Wood_18,44.793352572714284,496.1690024185989,0.40888496183662004,1,1,Bold,1538,16.050134005240473,Last
468,Wood_24,49.692837508300705,501.2447080291627,1.200631674933427,0,0,Shy,1538,19.381031851414864,New
469,Wood_11,49.912474429809166,515.7600349254704,3.4167488343355483,0,1,Bold,1538,16.610849632011732,Full
470,Wood_4,44.147308214658004,484.09841072716455,2.1237524245242057,0,0,Medium,1538,14.454035986544318,Last
471,Wood_23,49.47534906628801,510.52270424914593,1.610896517797148,1,0,Medium,1538,20.11491235721961,Last
472,Wood_24,47.402790175116394,502.27163832435883,1.6911552452037402,0,2,Shy,1538,18.21722083907134,First
473,Wood_27,46.42417547495319,477.40762780293517,0.4295294733610478,0,1,Bold,1538,12.718050663672056,New
474,Wood_19,52.41569650790485,523.6607395853553,0.9143764151205224,1,3,Medium,1538,19.305890158778702,Full
475,Wood_6,54.76643917328015,525.7170855302389,2.9063877549612847,0,3,Shy,1538,23.027955491659714,Full
476,Wood_19,50.73885998688484,492.0602232388564,1.5906743850137497,0,1,Medium,1538,14.09267451489128,New
477,Wood_4,49.24455398133228,504.91553334681794,2.8350566453336032,1,1,Medium,1538,26.21816313335232,New
478,Wood_20,50.00724676226234,503.89880850473446,1.5273686293508348,1,2,Shy,1538,20.763396395529863,Full
479,Wood_29,47.96337509331973,504.4277511259437,1.1584918042915457,0,0,Bold,1538,18.84527568414061,New
480,Wood_12,51.85063852360115,506.53021908557696,2.0142534206891836,0,1,Medium,1538,13.477313818164108,Last
481,Wood_8,50.79901348632932,496.9924692715321,2.084093900933577,1,1,Shy,1538,16.45671499242834,Last
482,Wood_10,51.591962434227526,513.7790487027017,6.327173962233175,1,3,Shy,1538,22.08954676665763,Full
483,Wood_5,42.40371528076288,477.14720467813675,3.7482730045744543,1,1,Medium,1538,18.75712210627864,First
484,Wood_20,52.696502523038944,505.7130681377669,0.3947400670305015,0,1,Medium,1538,20.79855130267899,First
485,Wood_10,47.490502704644705,490.62028934012454,2.7906652006224655,1,0,Medium,1538,15.822563839234334,Last
486,Wood_26,48.346943103357454,508.950120410689,12.029265591953745,0,1,Bold,1538,27.41004559303108,New
487,Wood_14,50.130247156349085,480.9805213172575,9.118283993781223,1,1,Bold,1538,21.7838614311493,Last
488,Wood_30,51.547300667599956,500.92896186400503,12.638035981761314,1,3,Shy,1538,19.894277996538182,Full
489,Wood_27,51.07995419264098,511.3510679988477,8.484200298082046,0,2,Shy,1538,23.213796881954462,First
490,Wood_8,51.04670118892816,490.0608126670016,0.4789480773887326,1,1,Shy,1538,15.162871088337766,New
491,Wood_24,49.010015258771716,531.5268776870015,13.173905900868302,1,2,Shy,1538,25.65561755213226,Full
492,Wood_15,44.393736949258205,486.9774394911806,6.101832321435051,0,1,Medium,1538,22.654980652648085,First
493,Wood_20,51.55151473142243,519.2169524951186,5.286563852033371,0,1,Shy,1538,20.629045141174604,First
494,Wood_20,52.79824403339479,524.5898630780716,2.174919949176469,0,2,Bold,1538,24.729067510523983,New
495,Wood_29,45.50048987562534,472.5303445829672,1.648117599735954,0,3,Shy,1538,13.111472859820523,Full
496,Wood_22,55.52563742617125,530.3208957430784,4.805846691218389,1,1,Bold,1538,24.298846376858368,First
497,Wood_21,49.793768516952866,492.35828868818516,0.994457492381293,0,0,Shy,1538,16.05461723924441,New
498,Wood_28,50.52714503224267,510.70573087319605,2.32473698053297,0,0,Shy,1538,22.175703939504977,First
499,Wood_30,52.30358760594953,521.0170265223777,1.1628990916408268,0,3,Medium,1538,19.976392701958606,First
500,Wood_16,52.208404890998914,521.897276896508,2.8882475747108054,0,1,Medium,1538,23.60548074422681,New
501,Wood_1,40.91615502043045,465.9906928959324,2.3809668299120945,0,0,Medium,1539,25.860742448249525,New
502,Wood_28,50.92695420548299,502.06573343501776,4.586622174426729,0,0,Shy,1539,19.1839501054969,First
503,Wood_8,56.00371137394738,525.007525919205,5.4514573008145835,0,0,Bold,1539,20.516769432482175,First
504,Wood_6,44.68860619538328,482.31128048826713,0.8407342849853213,0,0,Bold,1539,15.429684936347453,New
505,Wood_2,48.176248756636035,497.36412069997584,2.075993404940932,0,1,Medium,1539,15.108507015304404,First
506,Wood_14,50.65858900100412,508.532089683306,11.598074089150362,0,0,Medium,1539,26.505578462392357,Full
507,Wood_21,43.88990169419368,487.36378656358806,1.14879295348157,0,0,Shy,1539,17.246523872665815,Full
508,Wood_8,54.49035475562752,498.47853952815126,3.4696155418708194,1,1,Medium,1539,33.038813175469606,New
509,Wood_10,45.90254069865955,478.7205960937221,1.130452014977767,0,0,Bold,1539,14.113437308194182,New
510,Wood_14,51.312849031514915,518.5747703705957,2.4569366855788277,0,1,Shy,1539,22.82688548813179,First
511,Wood_20,49.79954090652965,486.07449719544553,2.5663200974340397,0,0,Bold,1539,23.968028768932836,New
512,Wood_10,44.43548492040434,492.4405655220069,2.1050871805142743,1,0,Shy,1539,19.554911054460526,First
513,Wood_5,43.33546882362954,466.5913085523455,3.873127816784624,1,1,Shy,1539,23.90789999631823,Full
514,Wood_10,48.4428325252183,499.13021941564153,5.040401589651109,0,0,Medium,1539,18.198635135463142,Last
515,Wood_12,49.69077526618782,505.3319580068215,6.49239075578153,0,2,Medium,1539,21.334605631928156,First
